קרית חינוך שדות נגב,254
ברוש,255
גבעולים,255
מלילות,255
מעגלים,255
שיבולים,255
שרשרת,255
תאשור,255
תדהר,255
אורים,256
פטיש,256
גבולות,257
צאלים,257
גאליה,266
יבנה,266
כפר הנגיד,266
בית גמליאל,267
בית רבן,267
בן זכאי,267
בניה,267
כפר אביב,267
כפר מרדכי,267
כרם יבנה,267
מישר,267
משגב דב,267
עשרת,267
צופיה,267
קבוצת יבנה,267
שדמה,267
בית אלעזרי,268
בית חלקיה,268
בני ראם,268
ברורים,268
גדרה,268
גני טל,268
חפץ חיים,268
יד בנימין,268
קדרון,268
רבדים,268
אשדוד,271
בני דרום,271
נווה הרצוג,271
ניר גלים,271
עד הלום,271
אמונים,272
בית עזרא,272
גבעתי,272
עזר,272
עזריקם,272
שדה עוזיהו,272
שתולים,272
ביצרון,273
בני עי''ש,273
גן הדרום,273
גן יבנה,273
חצב,273
חצור אשדוד,273
כנות,273
נווה מבטח,273
אביגדור,275
אורות,275
אחווה,275
אל עזי,275
באר טוביה,275
ינון,275
כפר אחים,275
כפר הרי''ף,275
כפר ורבורג,275
כפר מנחם,275
ערוגות,275
קרית מלאכי,275
תימורים,275
תלמי יחיאל,275
מרכז שפירא,276
משואות יצחק,276
עין צורים,276
שפיר,276
גבעת ישעיהו,278
גפן,278
זכריה,278
כפר זוהרים,278
לוזית,278
נחושה,278
עגור,278
צפרירים,278
שדות מיכה,278
שריגים,278
תירוש,278
אלומה,280
ורדון,280
זבדיאל,280
זרחיה,280
מנוחה,280
נחלה,280
ניר בנים,280
סגולה,280
קדמה,280
קוממיות,280
רווחה,280
אבן שמואל,281
אחוזם,281
איתן,281
גת,281
מבחור,281
נועם,281
עוזה,281
קרית גת,281
שדה משה,281
שלווה,281
בית גוברין,282
בית ניר,282
גלאון,282
לכיש,282
אל בירה בהר חברון,285
אמציה,285
אשכולות,285
בורג',285
בית א רוש אל פוקא,285
בית מירסים,285
בני דקלים,285
כרם עמי,285
כרמי קטיף,285
נטע,285
שומריה,285
שקף,285
א זיאדנה דרומית לרהט,286
א זיאדנה צפונית לרהט,286
אל הייל,286
אל חוקוק,286
אל עתאיקה,286
בית קמה,286
גבעות בר,286
דבירה,286
הוזייל,286
כפר נוער עדנים,286
להב,286
להבים,286
מפעלי אבשלום,286
משמר הנגב,286
רהט,286
שובל,286
תראבין א צאנה,286
אבו ג'אבר,287
אבו טראש,287
אבו כף אום בטין,287
אבו סריחאן,287
אבו עבדון,287
אבו עמרה,287
אבו עסא,287
אבו רוקייק,287
אל אסד,287
לקיה,287
עומר,287
תל שבע,287
אופקים,288
אופקים,288
מסלול,288
פדויים,288
רנן,288
בטחה,289
גילת,289
תפרח,289
חצרים,291
באר שבע,292
מסעודין אל עזאזמה,292
א נבארי,296
א סייד ,296
אבו ג'אבר דרומית ממיתר,296
אל עטאונה,296
אעצם,296
חורה,296
כרמים,296
כרמית,296
מולדה,296
מיתר,296
סנסנה,296
עוקבי,296
אבו קוידר אל עפאוי דרומית לנבטים,297
אבו תלול,297
אל חמידי,297
אל עת'אמין,297
ביר אבו אל חמאם,297
נבטים,297
שגב שלום,297
א דהאבשה,299
אבו ג'ודה,299
אבו ג'ווייעד,299
אבו קרינאת,299
אבו קרינאת מערבית לכסיפה,299
אבו רביעה,299
אבו רביעה צפונית לכסיפה,299
אל ג'וויני,299
אל ג'נאמי,299
אל עביד,299
אל קורעאן ב,299
אל קרישי,299
אל קרעאן,299
אל קרעאן דרומית לערד,299
אל קשכר,299
ג'נאביב,299
דריג'את,299
זבארגה,299
כוחלה,299
כסיפה,299
מכחול,299
נצאצרה,299
ערד,299
ערערה בנגב,299
קבועה,299
קודייראת א צאנה,299
קשכר נבארי,299
א דנפירי,300
אבו עפאש,300
אל ג'רג'אווי,300
אל ולידי,300
אל כלאב,300
עזאזמה,300
עזאזמה דרומית לרמת חובב,300
עזאזמה דרומית לשגב שלום,300
עזאזמה מזרחית לרמת חובב,300
רמת חובב,300
תראבין א צאנה שבט,300
אורון,301
אל מחד'י צפונית לדימונה,301
אל ע'ול צפונית לדימונה,301
אל עמראני דרום מערב לדימונה,301
דימונה,301
הוואשלה,301
ירוחם,301
קסר א סיר,301
קרנב אבו סלב,301
רח'מה,301
אשלים,302
באר מילכה,302
ביר הדאג',302
טללים,302
כמהין,302
מעלה שביט,302
משאבי שדה,302
ניצנה כפר נוער,302
ניצני סיני,302
עזוז,302
קציעות,302
ראם תשלובת חקלאית,302
רביבים,302
רוח במדבר,302
רתמים,302
שיבטה,302
מדרשת בן גוריון,305
מצפה רמון,305
מרחב עם,305
שדה בוקר,305
שלווה במדבר,305
שיטים,308
אליפז,310
באר אורה,310
גרופית,310
חצבה,310
יהל,310
יטבתה,310
לוטן,310
נאות הכיכר,310
נאות סמדר,310
נווה חריף,310
סמר,310
ספיר,310
עידן,310
עין חצבה,310
עין יהב,310
עין תמר,310
עיר אובות,310
פארן,310
צופר,310
צוקים,310
קטורה,310
שחרות,310
אילות,311
אילת,311
